task_idx,query_loss,query_accuracy,final_support_loss,num_sgd_steps,lr
0,0.6271345615386963,0.4000000059604645,0.1494518518447876,100,0.001
1,0.8839200139045715,0.5,0.09031315892934799,100,0.001
2,0.8394290804862976,0.6000000238418579,0.08237858861684799,100,0.001
3,0.9592922329902649,0.6000000238418579,0.1008780226111412,100,0.001
4,0.6988657116889954,0.699999988079071,0.0642077773809433,100,0.001
5,0.674695611000061,0.4000000059604645,0.065440833568573,100,0.001
6,0.9429564476013184,0.30000001192092896,0.06206243857741356,100,0.001
7,0.5298911333084106,0.800000011920929,0.10844709724187851,100,0.001
8,0.7302679419517517,0.5,0.07533251494169235,100,0.001
9,0.6580021381378174,0.699999988079071,0.07312091439962387,100,0.001
10,0.7618429064750671,0.5,0.09222396463155746,100,0.001
11,0.8356041312217712,0.5,0.08858058601617813,100,0.001
12,0.7415441870689392,0.5,0.09246055036783218,100,0.001
13,0.7081560492515564,0.5,0.0865316316485405,100,0.001
14,0.6600375771522522,0.6000000238418579,0.09251829236745834,100,0.001
15,0.5682533383369446,0.800000011920929,0.09606398642063141,100,0.001
16,0.9059881567955017,0.20000000298023224,0.09217120707035065,100,0.001
17,0.6152872443199158,0.6000000238418579,0.08131397515535355,100,0.001
18,0.8017474412918091,0.5,0.07644196599721909,100,0.001
19,0.7924963235855103,0.5,0.11185497045516968,100,0.001
20,0.7859164476394653,0.4000000059604645,0.07938488572835922,100,0.001
21,0.7730647921562195,0.20000000298023224,0.09848405420780182,100,0.001
22,0.5577245950698853,0.699999988079071,0.10043274611234665,100,0.001
23,0.8802343606948853,0.4000000059604645,0.07597293704748154,100,0.001
24,0.6478593945503235,0.5,0.08773135393857956,100,0.001
25,0.694675087928772,0.5,0.08314364403486252,100,0.001
26,0.7091097235679626,0.6000000238418579,0.083094023168087,100,0.001
27,0.7541870474815369,0.4000000059604645,0.08228599280118942,100,0.001
28,0.7702237963676453,0.4000000059604645,0.08572258055210114,100,0.001
29,0.8294046521186829,0.6000000238418579,0.08041582256555557,100,0.001
30,0.7008674740791321,0.5,0.06704683601856232,100,0.001
31,0.7742325663566589,0.5,0.08497191965579987,100,0.001
32,0.6001235842704773,0.699999988079071,0.1107620969414711,100,0.001
33,0.9735944867134094,0.5,0.08684586733579636,100,0.001
34,0.9588106274604797,0.4000000059604645,0.08364841341972351,100,0.001
35,0.531544029712677,0.800000011920929,0.09935193508863449,100,0.001
36,0.8213302493095398,0.5,0.09440751373767853,100,0.001
37,0.8424863815307617,0.800000011920929,0.06885125488042831,100,0.001
