task_idx,query_loss,query_accuracy,final_support_loss,num_sgd_steps,lr
0,0.961303174495697,0.20000000298023224,0.1009545549750328,100,0.001
1,0.7578720450401306,0.6000000238418579,0.0781417265534401,100,0.001
2,0.868565559387207,0.4000000059604645,0.07772061973810196,100,0.001
3,0.5858088731765747,0.699999988079071,0.08063168078660965,100,0.001
4,0.5522152781486511,0.800000011920929,0.08295707404613495,100,0.001
5,0.6563743352890015,0.6000000238418579,0.08799947053194046,100,0.001
6,0.5233055353164673,0.9000000357627869,0.09094660729169846,100,0.001
7,0.6361784934997559,0.6000000238418579,0.10089024156332016,100,0.001
8,1.0070629119873047,0.10000000149011612,0.1208900436758995,100,0.001
9,0.592170000076294,0.6000000238418579,0.08029412478208542,100,0.001
10,0.6278919577598572,0.5,0.07833551615476608,100,0.001
11,0.8458876013755798,0.4000000059604645,0.08165387064218521,100,0.001
12,0.6166706085205078,0.699999988079071,0.07300064712762833,100,0.001
13,0.6592910885810852,0.5,0.0873044952750206,100,0.001
14,0.7517207860946655,0.6000000238418579,0.07422121614217758,100,0.001
15,0.6782123446464539,0.5,0.0667361468076706,100,0.001
16,0.9138814806938171,0.6000000238418579,0.096732497215271,100,0.001
17,0.5402634739875793,0.9000000357627869,0.07161818444728851,100,0.001
18,0.6276304721832275,0.699999988079071,0.09362681210041046,100,0.001
19,0.6908517479896545,0.5,0.09584145992994308,100,0.001
20,0.8260181546211243,0.6000000238418579,0.08477167040109634,100,0.001
21,0.6735382676124573,0.6000000238418579,0.10067547857761383,100,0.001
22,0.550783097743988,0.9000000357627869,0.08687438070774078,100,0.001
23,0.6290870904922485,0.6000000238418579,0.08219277858734131,100,0.001
24,0.7814817428588867,0.5,0.11147363483905792,100,0.001
25,0.9377723932266235,0.20000000298023224,0.07312916964292526,100,0.001
26,0.6861288547515869,0.5,0.11195708811283112,100,0.001
27,0.645294725894928,0.5,0.10270371288061142,100,0.001
28,0.8106487393379211,0.5,0.07697757333517075,100,0.001
29,0.8448740839958191,0.5,0.09050750732421875,100,0.001
30,0.8188206553459167,0.5,0.07865326851606369,100,0.001
31,0.8492960929870605,0.5,0.10496822744607925,100,0.001
32,0.7350777983665466,0.4000000059604645,0.09677398204803467,100,0.001
33,0.7084843516349792,0.6000000238418579,0.13085828721523285,100,0.001
34,0.7700851559638977,0.6000000238418579,0.1106395348906517,100,0.001
35,0.8664087653160095,0.5,0.07664426416158676,100,0.001
36,0.7143758535385132,0.4000000059604645,0.12068314850330353,100,0.001
37,0.7482218146324158,0.6000000238418579,0.08670063316822052,100,0.001
38,0.7214186787605286,0.6000000238418579,0.08971527218818665,100,0.001
39,0.6668086051940918,0.5,0.07966817915439606,100,0.001
40,1.0726550817489624,0.5,0.08482635021209717,100,0.001
41,0.7151682376861572,0.699999988079071,0.07902178913354874,100,0.001
42,0.5635971426963806,0.9000000357627869,0.08432565629482269,100,0.001
43,0.6707562804222107,0.5,0.08478375524282455,100,0.001
44,0.6790486574172974,0.5,0.10481162369251251,100,0.001
45,0.6964680552482605,0.6000000238418579,0.07741129398345947,100,0.001
46,0.693113386631012,0.5,0.08492976427078247,100,0.001
47,0.8041790127754211,0.20000000298023224,0.09379550069570541,100,0.001
48,0.7135528326034546,0.4000000059604645,0.09136046469211578,100,0.001
49,0.7750663757324219,0.5,0.1078740730881691,100,0.001
50,0.8572770953178406,0.4000000059604645,0.08708644658327103,100,0.001
51,0.786159336566925,0.4000000059604645,0.077371746301651,100,0.001
52,0.7752353549003601,0.4000000059604645,0.10632182657718658,100,0.001
53,0.6627797484397888,0.5,0.10206800699234009,100,0.001
54,1.0749346017837524,0.6000000238418579,0.0859525129199028,100,0.001
55,0.8607254028320312,0.30000001192092896,0.073616623878479,100,0.001
56,0.4638826847076416,0.800000011920929,0.1272415816783905,100,0.001
57,0.7782636880874634,0.5,0.09332285821437836,100,0.001
58,0.6599459052085876,0.5,0.07598321884870529,100,0.001
59,0.7971222400665283,0.5,0.07423511892557144,100,0.001
60,0.5966058969497681,0.699999988079071,0.09586326032876968,100,0.001
61,0.43738871812820435,0.800000011920929,0.1078290343284607,100,0.001
62,0.44482189416885376,1.0,0.1134595200419426,100,0.001
63,0.8310601115226746,0.5,0.09418829530477524,100,0.001
64,0.7821869254112244,0.5,0.06431514024734497,100,0.001
65,0.7234145998954773,0.5,0.10311152786016464,100,0.001
66,0.5218484401702881,0.699999988079071,0.09209102392196655,100,0.001
67,0.5960227847099304,0.6000000238418579,0.06893231719732285,100,0.001
68,0.4301256835460663,0.9000000357627869,0.07903549820184708,100,0.001
69,0.7111124992370605,0.4000000059604645,0.0705304965376854,100,0.001
70,0.698056697845459,0.6000000238418579,0.10420792549848557,100,0.001
71,0.5692238211631775,0.699999988079071,0.12504620850086212,100,0.001
72,0.8686246871948242,0.5,0.09514991194009781,100,0.001
73,0.7670880556106567,0.6000000238418579,0.09552442282438278,100,0.001
74,0.6980785727500916,0.5,0.08826082944869995,100,0.001
75,0.7973737716674805,0.6000000238418579,0.09083281457424164,100,0.001
76,0.6413164138793945,0.6000000238418579,0.11629427969455719,100,0.001
77,0.5613829493522644,0.699999988079071,0.11537083238363266,100,0.001
78,0.6639348268508911,0.5,0.06705433130264282,100,0.001
79,0.7664403319358826,0.30000001192092896,0.10939782857894897,100,0.001
80,0.6987839341163635,0.4000000059604645,0.10130219906568527,100,0.001
81,0.7452301979064941,0.5,0.08026450872421265,100,0.001
82,0.815525472164154,0.5,0.09007077664136887,100,0.001
83,0.8549612164497375,0.6000000238418579,0.09608631581068039,100,0.001
84,0.5082322955131531,0.699999988079071,0.10959456115961075,100,0.001
85,0.890109658241272,0.5,0.09794104099273682,100,0.001
86,0.7313505411148071,0.5,0.11454349011182785,100,0.001
87,0.6605097651481628,0.699999988079071,0.07413604110479355,100,0.001
88,0.615868866443634,0.5,0.08542214334011078,100,0.001
89,0.7019442915916443,0.5,0.0974600687623024,100,0.001
90,0.9198174476623535,0.5,0.07949220389127731,100,0.001
91,0.8156181573867798,0.5,0.08927156776189804,100,0.001
92,0.8204267621040344,0.5,0.12060480564832687,100,0.001
93,0.580645740032196,0.800000011920929,0.07230466604232788,100,0.001
94,0.7133612036705017,0.5,0.08682625740766525,100,0.001
95,0.6283789873123169,0.6000000238418579,0.07405935972929001,100,0.001
96,0.6898709535598755,0.800000011920929,0.09563462436199188,100,0.001
97,0.9243780374526978,0.5,0.09421999752521515,100,0.001
98,0.9065521359443665,0.5,0.08745737373828888,100,0.001
99,0.6575348377227783,0.6000000238418579,0.08733736723661423,100,0.001
100,1.032683253288269,0.30000001192092896,0.0737089067697525,100,0.001
101,0.7448056936264038,0.6000000238418579,0.08738484978675842,100,0.001
102,0.5960729718208313,0.699999988079071,0.07095388323068619,100,0.001
103,0.6011061072349548,0.6000000238418579,0.08492790162563324,100,0.001
104,0.5991870164871216,0.6000000238418579,0.05870616436004639,100,0.001
105,0.8550142645835876,0.5,0.087799072265625,100,0.001
106,0.6708246469497681,0.5,0.1307232826948166,100,0.001
107,0.7248261570930481,0.5,0.08161508291959763,100,0.001
108,0.5046195387840271,0.800000011920929,0.1207166463136673,100,0.001
109,0.7285134196281433,0.5,0.10320339351892471,100,0.001
110,0.6306287050247192,0.6000000238418579,0.08346622437238693,100,0.001
111,1.068214774131775,0.6000000238418579,0.09305871278047562,100,0.001
112,0.5860329270362854,0.800000011920929,0.09378236532211304,100,0.001
113,0.6191114783287048,0.800000011920929,0.08584778755903244,100,0.001
114,0.6847831606864929,0.699999988079071,0.09287264198064804,100,0.001
115,0.7477197647094727,0.5,0.10034003108739853,100,0.001
116,0.6229600310325623,0.6000000238418579,0.08658716827630997,100,0.001
117,0.5693098902702332,0.699999988079071,0.08059249073266983,100,0.001
118,0.5262123942375183,0.699999988079071,0.10416427999734879,100,0.001
119,0.8009764552116394,0.5,0.09227655082941055,100,0.001
120,0.7969417572021484,0.5,0.08614076673984528,100,0.001
121,0.7947234511375427,0.5,0.09260720014572144,100,0.001
122,0.8274599313735962,0.6000000238418579,0.07541433721780777,100,0.001
123,0.6435489654541016,0.6000000238418579,0.06562798470258713,100,0.001
124,0.7730666399002075,0.5,0.07676645368337631,100,0.001
125,0.42796698212623596,0.9000000357627869,0.06405624002218246,100,0.001
126,0.8055527806282043,0.30000001192092896,0.092253178358078,100,0.001
127,0.6019760370254517,0.800000011920929,0.08025389164686203,100,0.001
128,0.6935659646987915,0.5,0.07884342968463898,100,0.001
129,0.9533829689025879,0.5,0.08459331840276718,100,0.001
130,0.6279357075691223,0.699999988079071,0.08599825203418732,100,0.001
131,0.8582044839859009,0.699999988079071,0.0937400683760643,100,0.001
132,0.6819564700126648,0.4000000059604645,0.08450695872306824,100,0.001
133,0.6697790622711182,0.6000000238418579,0.07445944100618362,100,0.001
134,0.7506152987480164,0.5,0.10036025196313858,100,0.001
135,0.8123399615287781,0.30000001192092896,0.07192782312631607,100,0.001
136,0.6984102129936218,0.5,0.07510466128587723,100,0.001
137,0.7247471213340759,0.5,0.07474293559789658,100,0.001
