task_idx,query_loss,query_accuracy,final_support_loss,num_sgd_steps,lr
0,0.6624118089675903,0.5,0.09474293142557144,100,0.001
1,0.6966859102249146,0.6000000238418579,0.09465929865837097,100,0.001
2,0.8815509676933289,0.5,0.08672162145376205,100,0.001
3,0.6735362410545349,0.6000000238418579,0.08768381923437119,100,0.001
4,0.7472102046012878,0.5,0.10537789016962051,100,0.001
5,0.7951505184173584,0.4000000059604645,0.0933401808142662,100,0.001
6,1.2027771472930908,0.5,0.0851202979683876,100,0.001
7,0.8143932223320007,0.5,0.11297042667865753,100,0.001
8,0.6943780779838562,0.4000000059604645,0.08720327168703079,100,0.001
9,0.7391587495803833,0.20000000298023224,0.08670376241207123,100,0.001
10,0.7178078293800354,0.5,0.09472312033176422,100,0.001
11,0.6517201662063599,0.6000000238418579,0.09338300675153732,100,0.001
12,0.6010115742683411,0.699999988079071,0.09422867745161057,100,0.001
13,0.7556737661361694,0.5,0.08442803472280502,100,0.001
14,0.9029514193534851,0.20000000298023224,0.08652281761169434,100,0.001
15,0.8520956039428711,0.5,0.06994284689426422,100,0.001
16,0.8249948620796204,0.5,0.07792835682630539,100,0.001
17,0.7582022547721863,0.6000000238418579,0.09522812068462372,100,0.001
18,0.654482364654541,0.5,0.09090826660394669,100,0.001
19,0.7604175209999084,0.6000000238418579,0.08469321578741074,100,0.001
20,1.0187560319900513,0.5,0.08110195398330688,100,0.001
21,0.7079275250434875,0.5,0.06769704073667526,100,0.001
22,0.7051101922988892,0.5,0.08708984404802322,100,0.001
23,0.7007741928100586,0.5,0.08316455036401749,100,0.001
24,1.4347950220108032,0.5,0.08355649560689926,100,0.001
25,0.672924816608429,0.6000000238418579,0.10126139223575592,100,0.001
26,0.6230756044387817,0.800000011920929,0.08958233147859573,100,0.001
27,0.8428366780281067,0.4000000059604645,0.09582456946372986,100,0.001
28,0.6885781288146973,0.6000000238418579,0.10976777225732803,100,0.001
29,0.8887727856636047,0.5,0.08509255200624466,100,0.001
30,0.6528823375701904,0.699999988079071,0.09269988536834717,100,0.001
31,0.7981351017951965,0.6000000238418579,0.08001471310853958,100,0.001
32,0.6361176371574402,0.800000011920929,0.07844927906990051,100,0.001
33,0.682414710521698,0.5,0.1455068737268448,100,0.001
34,0.9187121391296387,0.5,0.0903414711356163,100,0.001
35,0.7878047227859497,0.5,0.082039475440979,100,0.001
36,0.7631422877311707,0.5,0.10964416712522507,100,0.001
37,0.6788011789321899,0.5,0.0763525664806366,100,0.001
38,1.0474375486373901,0.5,0.07481346279382706,100,0.001
39,0.6676537990570068,0.699999988079071,0.09560877084732056,100,0.001
40,0.7524499893188477,0.6000000238418579,0.07234912365674973,100,0.001
41,0.8864515423774719,0.5,0.08340945094823837,100,0.001
42,0.7077987194061279,0.5,0.0729440376162529,100,0.001
43,0.841343343257904,0.5,0.14474518597126007,100,0.001
44,0.688505232334137,0.5,0.07075239717960358,100,0.001
45,0.6948450207710266,0.5,0.10173243284225464,100,0.001
46,0.7558910250663757,0.5,0.10495386272668839,100,0.001
47,0.724729597568512,0.4000000059604645,0.09076258540153503,100,0.001
48,1.0826748609542847,0.5,0.0762891098856926,100,0.001
49,0.7419772148132324,0.6000000238418579,0.07355606555938721,100,0.001
50,1.245365023612976,0.5,0.10663457214832306,100,0.001
51,0.889910876750946,0.20000000298023224,0.06800436973571777,100,0.001
52,0.6695305705070496,0.5,0.1215289980173111,100,0.001
53,0.7549825310707092,0.5,0.090059794485569,100,0.001
54,0.8159206509590149,0.4000000059604645,0.13836386799812317,100,0.001
55,1.0705715417861938,0.5,0.08517999947071075,100,0.001
56,0.624595582485199,0.699999988079071,0.07024570554494858,100,0.001
57,0.7661681175231934,0.5,0.08586203306913376,100,0.001
58,0.7695716023445129,0.5,0.08517258614301682,100,0.001
