task_idx,query_loss,query_accuracy,final_support_loss,num_sgd_steps,lr
0,0.9544916152954102,0.5,0.08497012406587601,100,0.001
1,0.7839025855064392,0.30000001192092896,0.09383536875247955,100,0.001
2,0.7579404711723328,0.5,0.08388590067625046,100,0.001
3,0.7291415929794312,0.5,0.07467418164014816,100,0.001
4,0.8489179015159607,0.5,0.08255325257778168,100,0.001
5,0.7305595278739929,0.5,0.10689234733581543,100,0.001
6,0.6009134650230408,0.800000011920929,0.10014884918928146,100,0.001
7,0.8632650375366211,0.5,0.09611921012401581,100,0.001
8,0.7207841873168945,0.6000000238418579,0.07729051262140274,100,0.001
9,0.6855047941207886,0.5,0.09423720836639404,100,0.001
10,0.7891314625740051,0.5,0.07989099621772766,100,0.001
11,0.8368753790855408,0.5,0.07687056809663773,100,0.001
12,0.7757120132446289,0.5,0.13560090959072113,100,0.001
13,0.9889708757400513,0.5,0.08170286566019058,100,0.001
14,0.7973572015762329,0.5,0.08938109129667282,100,0.001
15,0.634895384311676,0.800000011920929,0.09175095707178116,100,0.001
16,0.727907121181488,0.6000000238418579,0.1025521531701088,100,0.001
17,0.7363752722740173,0.5,0.07348892837762833,100,0.001
18,0.6743210554122925,0.699999988079071,0.08046328276395798,100,0.001
19,0.7469455599784851,0.5,0.09840241819620132,100,0.001
20,0.6065052151679993,0.699999988079071,0.10453546047210693,100,0.001
21,0.7033838629722595,0.4000000059604645,0.090664803981781,100,0.001
22,0.6534147262573242,0.699999988079071,0.08222401887178421,100,0.001
23,0.7287881970405579,0.5,0.07705119997262955,100,0.001
24,0.8797780871391296,0.5,0.09917836636304855,100,0.001
25,0.7070768475532532,0.6000000238418579,0.10847027599811554,100,0.001
26,0.7445566654205322,0.5,0.0985068753361702,100,0.001
27,1.3081754446029663,0.5,0.075104258954525,100,0.001
28,0.6640008091926575,0.6000000238418579,0.06918076425790787,100,0.001
29,1.0784155130386353,0.5,0.07766300439834595,100,0.001
30,0.6792278289794922,0.5,0.07413511723279953,100,0.001
31,0.5726135969161987,0.6000000238418579,0.07758887857198715,100,0.001
32,0.7029858231544495,0.5,0.0848025232553482,100,0.001
33,0.8207117319107056,0.5,0.08923504501581192,100,0.001
34,0.753969132900238,0.5,0.07116756588220596,100,0.001
35,0.7940738201141357,0.5,0.07983794063329697,100,0.001
36,0.8018893599510193,0.5,0.09928759932518005,100,0.001
37,0.6363182663917542,0.5,0.10647957772016525,100,0.001
38,0.7942022085189819,0.4000000059604645,0.0906936451792717,100,0.001
39,0.6816424131393433,0.6000000238418579,0.09844252467155457,100,0.001
40,0.7043619155883789,0.6000000238418579,0.1025354191660881,100,0.001
41,0.7455393075942993,0.30000001192092896,0.08584169298410416,100,0.001
42,0.7026916742324829,0.5,0.09596984833478928,100,0.001
43,0.8405100107192993,0.5,0.08115021139383316,100,0.001
44,0.7474730610847473,0.4000000059604645,0.07379087060689926,100,0.001
45,0.6756165623664856,0.6000000238418579,0.08495721966028214,100,0.001
46,0.6656087636947632,0.6000000238418579,0.08174677938222885,100,0.001
47,1.0417670011520386,0.5,0.06635629385709763,100,0.001
48,0.7758740782737732,0.699999988079071,0.10216286033391953,100,0.001
49,0.6973004937171936,0.5,0.07630140334367752,100,0.001
50,0.6931260228157043,0.6000000238418579,0.10421168804168701,100,0.001
51,0.7894228100776672,0.699999988079071,0.08583944290876389,100,0.001
52,0.8538112640380859,0.30000001192092896,0.12046753615140915,100,0.001
53,0.7244347333908081,0.6000000238418579,0.08282461017370224,100,0.001
54,0.75106281042099,0.5,0.07521869242191315,100,0.001
55,0.815173327922821,0.5,0.0754077211022377,100,0.001
56,0.8641663789749146,0.5,0.07630705088376999,100,0.001
57,0.5471575856208801,0.5,0.08681782335042953,100,0.001
58,0.6885747313499451,0.4000000059604645,0.09068131446838379,100,0.001
59,0.7136144638061523,0.5,0.08014758676290512,100,0.001
60,0.9928642511367798,0.5,0.08805099874734879,100,0.001
61,0.8151033520698547,0.5,0.08101167529821396,100,0.001
62,1.0582935810089111,0.5,0.09960297495126724,100,0.001
