task_idx,query_loss,query_accuracy,final_support_loss,num_sgd_steps,lr
0,1.0693479776382446,0.5,0.0622677318751812,32,0.01
1,0.6892493367195129,0.5,0.0663527250289917,32,0.01
2,0.7611356973648071,0.5,0.06919536739587784,32,0.01
3,0.7436891794204712,0.5,0.05804792791604996,32,0.01
4,0.44371381402015686,0.8500000238418579,0.0665428563952446,32,0.01
5,1.0199790000915527,0.5,0.051572710275650024,32,0.01
6,0.6152295470237732,0.6000000238418579,0.07520788162946701,32,0.01
7,0.6604219675064087,0.550000011920929,0.07176832109689713,32,0.01
8,0.8031994104385376,0.5,0.0623098723590374,32,0.01
9,1.0435892343521118,0.550000011920929,0.059687912464141846,32,0.01
10,0.8973250389099121,0.5,0.06142082437872887,32,0.01
11,0.6341158747673035,0.800000011920929,0.05573562532663345,32,0.01
12,0.9276812672615051,0.5,0.056034039705991745,32,0.01
13,0.8114529848098755,0.5,0.05430516228079796,32,0.01
14,0.9671797156333923,0.5,0.06242808699607849,32,0.01
15,0.7874535918235779,0.5,0.06841389834880829,32,0.01
16,0.788403332233429,0.5,0.06750676780939102,32,0.01
17,0.9150806665420532,0.5,0.06595722585916519,32,0.01
18,0.8356056213378906,0.5,0.04933188483119011,32,0.01
19,0.5286062359809875,0.75,0.059397291392087936,32,0.01
20,0.5178009271621704,0.699999988079071,0.06734152883291245,32,0.01
21,0.6842421889305115,0.5,0.060792651027441025,32,0.01
22,0.56207275390625,0.699999988079071,0.07849148660898209,32,0.01
23,0.5354341864585876,0.6500000357627869,0.0696382150053978,32,0.01
24,0.8241434097290039,0.5,0.061061736196279526,32,0.01
25,0.8098090291023254,0.5,0.06148955225944519,32,0.01
26,0.5977539420127869,0.699999988079071,0.06544864177703857,32,0.01
27,0.7761403322219849,0.5,0.05308114364743233,32,0.01
28,0.6554893255233765,0.550000011920929,0.0695163905620575,32,0.01
29,0.8138666152954102,0.5,0.053658999502658844,32,0.01
30,0.8179405331611633,0.5,0.06551460176706314,32,0.01
31,0.6386812329292297,0.550000011920929,0.06117125228047371,32,0.01
32,0.8455891609191895,0.5,0.05347668007016182,32,0.01
