task_idx,query_loss,query_accuracy,final_support_loss,num_sgd_steps,lr
0,0.6476842761039734,0.6000000238418579,0.0634804517030716,32,0.01
1,0.6664847731590271,0.6000000238418579,0.08366366475820541,32,0.01
2,0.5733092427253723,0.6500000357627869,0.0941384807229042,32,0.01
3,0.6244938969612122,0.699999988079071,0.07756519317626953,32,0.01
4,0.6652536392211914,0.6000000238418579,0.05620933696627617,32,0.01
5,0.6592156291007996,0.550000011920929,0.07550074905157089,32,0.01
6,0.42469826340675354,0.8500000238418579,0.05885295942425728,32,0.01
7,0.7470411658287048,0.699999988079071,0.053819525986909866,32,0.01
8,0.4862273335456848,0.800000011920929,0.07790455222129822,32,0.01
9,0.6687790751457214,0.6500000357627869,0.07943333685398102,32,0.01
10,0.6100140810012817,0.550000011920929,0.07837311178445816,32,0.01
11,0.8717105984687805,0.550000011920929,0.04992452263832092,32,0.01
12,0.7309867143630981,0.550000011920929,0.06503986567258835,32,0.01
13,0.5594416260719299,0.6500000357627869,0.05915910005569458,32,0.01
14,0.6138535141944885,0.800000011920929,0.05901321396231651,32,0.01
15,0.6701784729957581,0.550000011920929,0.06486864387989044,32,0.01
16,0.7496370077133179,0.5,0.06151176616549492,32,0.01
17,0.49392959475517273,0.8500000238418579,0.0572725310921669,32,0.01
18,0.442303866147995,0.75,0.0580633170902729,32,0.01
19,0.5915631651878357,0.6000000238418579,0.061070557683706284,32,0.01
20,0.4258040487766266,0.949999988079071,0.06119542196393013,32,0.01
21,0.6354990005493164,0.6500000357627869,0.06249339133501053,32,0.01
22,0.9471632242202759,0.5,0.06703686714172363,32,0.01
23,0.5842448472976685,0.75,0.07043037563562393,32,0.01
24,0.3851855993270874,0.8500000238418579,0.05405289679765701,32,0.01
25,0.5363650321960449,0.699999988079071,0.07838433235883713,32,0.01
26,0.6647948026657104,0.6000000238418579,0.06327769160270691,32,0.01
27,0.6824761629104614,0.6000000238418579,0.0639776661992073,32,0.01
28,0.707392692565918,0.5,0.06821230798959732,32,0.01
29,0.6567234396934509,0.6000000238418579,0.06317539513111115,32,0.01
30,0.8427600264549255,0.5,0.053372759371995926,32,0.01
31,0.509778618812561,0.699999988079071,0.05677512288093567,32,0.01
32,0.7226199507713318,0.550000011920929,0.07412479817867279,32,0.01
33,0.7278358340263367,0.550000011920929,0.06453394144773483,32,0.01
34,0.7637037634849548,0.5,0.061918921768665314,32,0.01
35,0.7895175814628601,0.550000011920929,0.0634400025010109,32,0.01
36,0.618250846862793,0.550000011920929,0.07072269916534424,32,0.01
37,0.7400702834129333,0.5,0.05371331050992012,32,0.01
38,0.37618371844291687,0.8500000238418579,0.06482968479394913,32,0.01
39,0.6981790065765381,0.550000011920929,0.06850763410329819,32,0.01
40,0.6094734072685242,0.550000011920929,0.0863480269908905,32,0.01
41,0.7537960410118103,0.550000011920929,0.0695425271987915,32,0.01
42,0.44419947266578674,0.75,0.0854032039642334,32,0.01
43,1.0971301794052124,0.5,0.052133262157440186,32,0.01
44,0.8445488810539246,0.5,0.052139509469270706,32,0.01
45,0.5835219025611877,0.699999988079071,0.05910085514187813,32,0.01
46,0.6651776432991028,0.6500000357627869,0.052206672728061676,32,0.01
47,0.6357728838920593,0.6500000357627869,0.06446876376867294,32,0.01
48,0.601789653301239,0.699999988079071,0.06513695418834686,32,0.01
49,0.800148606300354,0.550000011920929,0.05606682971119881,32,0.01
50,0.6294715404510498,0.699999988079071,0.06194165349006653,32,0.01
51,0.49054670333862305,0.75,0.06767646223306656,32,0.01
52,0.4773573875427246,0.949999988079071,0.06401607394218445,32,0.01
53,0.6662744879722595,0.6500000357627869,0.06499228626489639,32,0.01
54,0.6168967485427856,0.6000000238418579,0.057446446269750595,32,0.01
55,0.43041887879371643,0.800000011920929,0.06282150745391846,32,0.01
56,0.5557792782783508,0.699999988079071,0.057923298329114914,32,0.01
57,0.6778772473335266,0.6500000357627869,0.06437947601079941,32,0.01
58,0.7916929125785828,0.550000011920929,0.07409464567899704,32,0.01
59,0.6590699553489685,0.6500000357627869,0.04836592823266983,32,0.01
60,0.8792825937271118,0.5,0.05318933725357056,32,0.01
61,0.54973965883255,0.6000000238418579,0.07239474356174469,32,0.01
62,0.3433504104614258,0.9000000357627869,0.06851077079772949,32,0.01
63,0.5838369131088257,0.699999988079071,0.05260179191827774,32,0.01
64,0.6136173605918884,0.6000000238418579,0.05829852446913719,32,0.01
65,0.6226832866668701,0.5,0.07091408967971802,32,0.01
66,0.5854982137680054,0.6000000238418579,0.058732759207487106,32,0.01
67,0.520277202129364,0.800000011920929,0.17378604412078857,32,0.01
68,0.5545321702957153,0.75,0.08716278523206711,32,0.01
69,0.9528374671936035,0.6000000238418579,0.04886028170585632,32,0.01
70,0.7929067611694336,0.6500000357627869,0.061605989933013916,32,0.01
71,0.8163056373596191,0.5,0.053604550659656525,32,0.01
72,0.6080801486968994,0.6500000357627869,0.04634533450007439,32,0.01
73,0.5046597123146057,0.699999988079071,0.055308640003204346,32,0.01
74,0.5623514652252197,0.75,0.0634947195649147,32,0.01
75,0.7065459489822388,0.5,0.06069619208574295,32,0.01
76,0.9320608973503113,0.5,0.052513688802719116,32,0.01
77,0.8837214708328247,0.5,0.046753089874982834,32,0.01
78,0.5483019948005676,0.5,0.06271995604038239,32,0.01
79,0.658765971660614,0.6500000357627869,0.06309610605239868,32,0.01
80,0.5184915661811829,0.8500000238418579,0.05052533745765686,32,0.01
81,0.504896879196167,0.699999988079071,0.05820011720061302,32,0.01
82,0.6082404255867004,0.699999988079071,0.06941612809896469,32,0.01
