task_idx,query_loss,query_accuracy,final_support_loss,num_sgd_steps,lr
0,0.922004222869873,0.20000000298023224,0.08722729980945587,100,0.001
1,0.7782018780708313,0.5,0.0791487842798233,100,0.001
2,0.6555969715118408,0.800000011920929,0.07638552039861679,100,0.001
3,0.6982690691947937,0.4000000059604645,0.09308172017335892,100,0.001
4,0.8177301287651062,0.5,0.08931007236242294,100,0.001
5,0.8627641797065735,0.5,0.08934154361486435,100,0.001
6,0.7781766057014465,0.4000000059604645,0.08813857287168503,100,0.001
7,0.7654986381530762,0.5,0.09758525341749191,100,0.001
8,0.6334908604621887,0.6000000238418579,0.11616171896457672,100,0.001
9,0.6073424220085144,0.699999988079071,0.08953305333852768,100,0.001
10,0.7120143175125122,0.5,0.11463024467229843,100,0.001
11,0.7649027705192566,0.5,0.07608509063720703,100,0.001
12,0.8683883547782898,0.20000000298023224,0.08173587173223495,100,0.001
13,0.6711830496788025,0.6000000238418579,0.06934278458356857,100,0.001
14,0.8387161493301392,0.5,0.0923461988568306,100,0.001
15,0.7177647352218628,0.4000000059604645,0.10667728632688522,100,0.001
16,0.7342560887336731,0.5,0.11327578872442245,100,0.001
17,0.7225572466850281,0.6000000238418579,0.08881188929080963,100,0.001
18,0.7615833878517151,0.6000000238418579,0.07638320326805115,100,0.001
19,0.8438333868980408,0.4000000059604645,0.07245027273893356,100,0.001
20,0.6723429560661316,0.6000000238418579,0.08379299193620682,100,0.001
21,0.6819064021110535,0.6000000238418579,0.07383275777101517,100,0.001
22,1.0217801332473755,0.5,0.08477596193552017,100,0.001
23,0.6753185391426086,0.5,0.07527900487184525,100,0.001
24,0.4726899564266205,0.800000011920929,0.09887103736400604,100,0.001
25,0.43832388520240784,1.0,0.07276371866464615,100,0.001
26,0.7682453989982605,0.5,0.08944518864154816,100,0.001
27,0.49803829193115234,0.6000000238418579,0.0731668472290039,100,0.001
28,0.7521223425865173,0.5,0.10394453257322311,100,0.001
29,0.6155127882957458,0.6000000238418579,0.07382402569055557,100,0.001
